06/08/2025,"-9.11",CHENLY PTY LTD            EAST VICTORIA
05/08/2025,"-50.80",Petra Restaurant          Victoria Park
04/08/2025,"-54.86",HBF HEALTH LIMITED        PERTH
04/08/2025,"-51.10",SQ *LUXURIOUS BARBER ON H West Perth
04/08/2025,"-42.14",Hao Szechuan/1514 Albany  Beckenham
04/08/2025,"-74.99",IINET LTD N               SYDNEY
04/08/2025,"-52.00",EDWARDOROKEBYFLORIST      SUBIACO
04/08/2025,"-66.92",TS/Ayam Penyet Ria - V    Victoria
04/08/2025,"-15.08",Torochi                   Victoria Park
31/07/2025,"-148.97",Jagex Payment             CAMBRIDGE
30/07/2025,"-4.01",EasyPark                  PRAHRAN
30/07/2025,"-13.99",SPOTIFY                   SYDNEY
30/07/2025,"-18.35",MCDONALDS JOLIMONT        JOLIMONT
29/07/2025,"-80.96",PHO THANH DAT PTY LTD     Northbridge
29/07/2025,"-67.65",Reddy Express 6913        Perth West
29/07/2025,"-16.50",SQ *SIPRA KEBAB AND GRILL 1800595310
28/07/2025,"-4.20",SQ *CHARLIE BOY COFFEE    Northbridge
28/07/2025,"-66.31",TS/Ayam Penyet Ria - V    Victoria
28/07/2025,"-1055.00",LS POWERHOUSE SURF CO     PALMYRA
24/07/2025,"-16.50",SQ *SIPRA KEBAB AND GRILL 1800595310
23/07/2025,"-5.29",EasyPark                  PRAHRAN
23/07/2025,"-19.55",MCDONALDS JOLIMONT        JOLIMONT
23/07/2025,"-1.49",APPLE.COM/BILL            SYDNEY
23/07/2025,"-64.01",DUONG HOLDINGS PTY LTD    NORTHBRIDGE
23/07/2025,"-8.12",TEAMORROW                 PERTH
22/07/2025,"-26.31",PHO THANH DAT PTY LTD     Northbridge
22/07/2025,"-5.55",EasyPark                  PRAHRAN
21/07/2025,"-54.86",HBF HEALTH LIMITED        PERTH
21/07/2025,"-39.85",WOOLWORTHS/CAROUSEL S/C 1 CANNINGTON
21/07/2025,"-67.33",TS/Ayam Penyet Ria - V    Victoria
21/07/2025,"-6.07",COFFEELICIOUS             WANNEROO
21/07/2025,"-83.60",TICKETEK PTY LTD          SUBIACO
18/07/2025,"-11.15",U & I Cafe                Northbridge
17/07/2025,"-34.60",MCDONALDS DT 1488         KARAWARA
14/07/2025,"1650.00",PAYMENT - THANKYOU
11/07/2025,"-23.19",MCDONALDS KARAWARA        KARAWARA
11/07/2025,"-48.13",OTR COMO                  COMO
08/07/2025,"-82.79",WOOLWORTHS/335 HIGH RD CN RIVERTON
08/07/2025,"-30.00",REDEFFECT PTY LTD         WEST PERTH
07/07/2025,"-54.86",HBF HEALTH LIMITED        PERTH
07/07/2025,"-52.29",SEON & JEONG (WA)         VICTORIA PARK
07/07/2025,"-68.92",OTR COMO                  COMO
07/07/2025,"-50.13",BUNNINGS 309000           SUBIACO
